gps_lat,gps_lon
48.776147,9.18357
48.776147,9.183569
48.776148,9.183568
48.776149,9.183568
48.776149,9.183567
48.77615,9.183566
48.776151,9.183565
48.776151,9.183564
48.776152,9.183563
48.776153,9.183562
48.776154,9.183562
48.776154,9.183561
48.776155,9.18356
48.776156,9.183559
48.776156,9.183558
48.776157,9.183557
48.776158,9.183556
48.776158,9.183555
48.776159,9.183555
48.77616,9.183554
48.77616,9.183553
48.776161,9.183552
48.776162,9.183551
48.776162,9.18355
48.776163,9.183549
48.776164,9.183548
48.776164,9.183548
48.776165,9.183547
48.776166,9.183546
48.776166,9.183545
48.776167,9.183544
48.776168,9.183543
48.776168,9.183542
48.776169,9.183541
48.77617,9.18354
48.77617,9.183539
48.776171,9.183539
48.776172,9.183538
48.776172,9.183537
48.776173,9.183536
48.776174,9.183535
48.776174,9.183534
48.776175,9.183533
48.776176,9.183532
48.776176,9.183531
48.776177,9.18353
48.776178,9.183529
48.776178,9.183528
48.776179,9.183527
48.77618,9.183527
48.77618,9.183526
48.776181,9.183525
48.776182,9.183524
48.776182,9.183523
48.776183,9.183522
48.776183,9.183521
48.776184,9.18352
48.776185,9.183519
48.776185,9.183518
48.776186,9.183517
48.776187,9.183516
48.776187,9.183515
48.776188,9.183514
48.776189,9.183513
48.776189,9.183512
48.77619,9.183511
48.77619,9.18351
48.776191,9.183509
48.776192,9.183508
48.776192,9.183507
48.776193,9.183507
48.776194,9.183506
48.776194,9.183505
48.776195,9.183504
48.776195,9.183503
48.776196,9.183502
48.776197,9.183501
48.776197,9.1835
48.776198,9.183499
48.776199,9.183498
48.776199,9.183497
48.7762,9.183496
48.7762,9.183495
48.776201,9.183494
48.776202,9.183493
48.776202,9.183492
48.776203,9.183491
48.776203,9.18349
48.776204,9.183489
48.776205,9.183488
48.776205,9.183487
48.776206,9.183486
48.776206,9.183485
48.776207,9.183484
48.776208,9.183483
48.776208,9.183482
48.776209,9.183481
48.776209,9.18348
48.77621,9.183479
48.776211,9.183478
48.776211,9.183477
48.776212,9.183476
48.776212,9.183475
48.776213,9.183474
48.776214,9.183472
48.776214,9.183471
48.776215,9.18347
48.776215,9.183469
48.776216,9.183468
48.776217,9.183467
48.776217,9.183466
48.776218,9.183465
48.776218,9.183464
48.776219,9.183463
48.776219,9.183462
48.77622,9.183461
48.776221,9.18346
48.776221,9.183459
48.776222,9.183458
48.776222,9.183457
48.776223,9.183456
48.776223,9.183455
48.776224,9.183454
48.776225,9.183453
48.776225,9.183452
48.776226,9.18345
48.776226,9.183449
48.776227,9.183448
48.776227,9.183447
48.776228,9.183446
48.776229,9.183445
48.776229,9.183444
48.77623,9.183443
48.77623,9.183442
48.776231,9.183441
48.776231,9.18344
48.776232,9.183439
48.776232,9.183438
48.776233,9.183437
48.776234,9.183435
48.776234,9.183434
48.776235,9.183433
48.776235,9.183432
48.776236,9.183431
48.776236,9.18343
48.776237,9.183429
48.776237,9.183428
48.776238,9.183427
48.776238,9.183426
48.776239,9.183425
48.77624,9.183423
48.77624,9.183422
48.776241,9.183421
48.776241,9.18342
48.776242,9.183419
48.776242,9.183418
48.776243,9.183417
48.776243,9.183416
48.776244,9.183415
48.776244,9.183413
48.776245,9.183412
48.776245,9.183411
48.776246,9.18341
48.776246,9.183409
48.776247,9.183408
48.776247,9.183407
48.776248,9.183406
48.776248,9.183404
48.776249,9.183403
48.77625,9.183402
48.77625,9.183401
48.776251,9.1834
48.776251,9.183399
48.776252,9.183398
48.776252,9.183397
48.776253,9.183395
48.776253,9.183394
48.776254,9.183393
48.776254,9.183392
48.776255,9.183391
48.776255,9.18339
48.776256,9.183389
48.776256,9.183387
48.776257,9.183386
48.776257,9.183385
48.776258,9.183384
48.776258,9.183383
48.776259,9.183382
48.776259,9.183381
48.77626,9.183379
48.77626,9.183378
48.77626,9.183377
48.776261,9.183376
48.776261,9.183375
48.776262,9.183374
48.776262,9.183372
48.776263,9.183371
48.776263,9.18337
48.776264,9.183369
48.776264,9.183368
48.776265,9.183367
48.776265,9.183365
48.776266,9.183364
48.776266,9.183363
48.776267,9.183362
48.776267,9.183361
48.776268,9.183359
48.776268,9.183358
48.776269,9.183357
48.776269,9.183356
48.776269,9.183355
48.77627,9.183354
48.77627,9.183352
48.776271,9.183351
48.776271,9.18335
48.776272,9.183349
48.776272,9.183348
48.776273,9.183346
48.776273,9.183345
48.776274,9.183344
48.776274,9.183343
48.776274,9.183342
48.776275,9.18334
48.776275,9.183339
48.776276,9.183338
48.776276,9.183337
48.776277,9.183336
48.776277,9.183334
48.776278,9.183333
48.776278,9.183332
48.776278,9.183331
48.776279,9.18333
48.776279,9.183328
48.77628,9.183327
48.77628,9.183326
48.776281,9.183325
48.776281,9.183324
48.776281,9.183322
48.776282,9.183321
48.776282,9.18332
48.776283,9.183319
48.776283,9.183317
48.776284,9.183316
48.776284,9.183315
48.776284,9.183314
48.776285,9.183312
48.776285,9.183311
48.776286,9.18331
48.776286,9.183309
48.776286,9.183308
48.776287,9.183306
48.776287,9.183305
48.776288,9.183304
48.776288,9.183303
48.776289,9.183301
48.776289,9.1833
48.776289,9.183299
48.77629,9.183298
48.77629,9.183296
48.776291,9.183295
48.776291,9.183294
48.776291,9.183293
48.776292,9.183291
48.776292,9.18329
48.776292,9.183289
48.776293,9.183288
48.776293,9.183286
48.776294,9.183285
48.776294,9.183284
48.776294,9.183283
48.776295,9.183281
48.776295,9.18328
48.776296,9.183279
48.776296,9.183278
48.776296,9.183276
48.776297,9.183275
48.776297,9.183274
48.776297,9.183273
48.776298,9.183271
48.776298,9.18327
48.776299,9.183269
48.776299,9.183268
48.776299,9.183266
48.7763,9.183265
48.7763,9.183264
48.7763,9.183262
48.776301,9.183261
48.776301,9.18326
48.776301,9.183259
48.776302,9.183257
48.776302,9.183256
48.776302,9.183255
48.776303,9.183254
48.776303,9.183252
48.776304,9.183251
48.776304,9.18325
48.776304,9.183248
48.776305,9.183247
48.776305,9.183246
48.776305,9.183245
48.776306,9.183243
48.776306,9.183242
48.776306,9.183241
48.776307,9.183239
48.776307,9.183238
48.776307,9.183237
48.776308,9.183236
48.776308,9.183234
48.776308,9.183233
48.776309,9.183232
48.776309,9.18323
48.776309,9.183229
48.77631,9.183228
48.77631,9.183226
48.77631,9.183225
48.776311,9.183224
48.776311,9.183223
48.776311,9.183221
48.776311,9.18322
48.776312,9.183219
48.776312,9.183217
48.776312,9.183216
48.776313,9.183215
48.776313,9.183213
48.776313,9.183212
48.776314,9.183211
48.776314,9.18321
48.776314,9.183208
48.776315,9.183207
48.776315,9.183206
48.776315,9.183204
48.776315,9.183203
48.776316,9.183202
48.776316,9.1832
48.776316,9.183199
48.776317,9.183198
48.776317,9.183196
48.776317,9.183195
48.776317,9.183194
48.776318,9.183192
48.776318,9.183191
48.776318,9.18319
48.776319,9.183188
48.776319,9.183187
48.776319,9.183186
48.776319,9.183185
48.77632,9.183183
48.77632,9.183182
48.77632,9.183181
48.776321,9.183179
48.776321,9.183178
48.776321,9.183177
48.776321,9.183175
48.776322,9.183174
48.776322,9.183173
48.776322,9.183171
48.776322,9.18317
48.776323,9.183169
48.776323,9.183167
48.776323,9.183166
48.776323,9.183165
48.776324,9.183163
48.776324,9.183162
48.776324,9.183161
48.776324,9.183159
48.776325,9.183158
48.776325,9.183157
48.776325,9.183155
48.776325,9.183154
48.776326,9.183153
48.776326,9.183151
48.776326,9.18315
48.776326,9.183148
48.776327,9.183147
48.776327,9.183146
48.776327,9.183144
48.776327,9.183143
48.776328,9.183142
48.776328,9.18314
48.776328,9.183139
48.776328,9.183138
48.776328,9.183136
48.776329,9.183135
48.776329,9.183134
48.776329,9.183132
48.776329,9.183131
48.77633,9.18313
48.77633,9.183128
48.77633,9.183127
48.77633,9.183126
48.77633,9.183124
48.776331,9.183123
48.776331,9.183121
48.776331,9.18312
48.776331,9.183119
48.776331,9.183117
48.776332,9.183116
48.776332,9.183115
48.776332,9.183113
48.776332,9.183112
48.776332,9.183111
48.776333,9.183109
48.776333,9.183108
48.776333,9.183107
48.776333,9.183105
48.776333,9.183104
48.776334,9.183102
48.776334,9.183101
48.776334,9.1831
48.776334,9.183098
48.776334,9.183097
48.776334,9.183096
48.776335,9.183094
48.776335,9.183093
48.776335,9.183091
48.776335,9.18309
48.776335,9.183089
48.776335,9.183087
48.776336,9.183086
48.776336,9.183085
48.776336,9.183083
48.776336,9.183082
48.776336,9.183081
48.776336,9.183079
48.776337,9.183078
48.776337,9.183076
48.776337,9.183075
48.776337,9.183074
48.776337,9.183072
48.776337,9.183071
48.776338,9.18307
48.776338,9.183068
48.776338,9.183067
48.776338,9.183065
48.776338,9.183064
48.776338,9.183063
48.776338,9.183061
48.776339,9.18306
48.776339,9.183059
48.776339,9.183057
48.776339,9.183056
48.776339,9.183054
48.776339,9.183053
48.776339,9.183052
48.77634,9.18305
48.77634,9.183049
48.77634,9.183047
48.77634,9.183046
48.77634,9.183045
48.77634,9.183043
48.77634,9.183042
48.77634,9.183041
48.77634,9.183039
48.776341,9.183038
48.776341,9.183036
48.776341,9.183035
48.776341,9.183034
48.776341,9.183032
48.776341,9.183031
48.776341,9.183029
48.776341,9.183028
48.776341,9.183027
48.776342,9.183025
48.776342,9.183024
48.776342,9.183023
48.776342,9.183021
48.776342,9.18302
48.776342,9.183018
48.776342,9.183017
48.776342,9.183016
48.776342,9.183014
48.776342,9.183013
48.776343,9.183011
48.776343,9.18301
48.776343,9.183009
48.776343,9.183007
48.776343,9.183006
48.776343,9.183005
48.776343,9.183003
48.776343,9.183002
48.776343,9.183
48.776343,9.182999
48.776343,9.182998
48.776343,9.182996
48.776343,9.182995
48.776344,9.182993
48.776344,9.182992
48.776344,9.182991
48.776344,9.182989
48.776344,9.182988
48.776344,9.182986
48.776344,9.182985
48.776344,9.182984
48.776344,9.182982
48.776344,9.182981
48.776344,9.182979
48.776344,9.182978
48.776344,9.182977
48.776344,9.182975
48.776344,9.182974
48.776344,9.182972
48.776344,9.182971
48.776344,9.18297
48.776344,9.182968
48.776345,9.182967
48.776345,9.182966
48.776345,9.182964
48.776345,9.182963
48.776345,9.182961
48.776345,9.18296
48.776345,9.182959
48.776345,9.182957
48.776345,9.182956
48.776345,9.182954
48.776345,9.182953
48.776345,9.182952
48.776345,9.18295
48.776345,9.182949
48.776345,9.182947
48.776345,9.182946
48.776345,9.182945
48.776345,9.182943
48.776345,9.182942
48.776345,9.18294
48.776345,9.182939
48.776345,9.182938
48.776345,9.182936
48.776345,9.182935
48.776345,9.182933
48.776345,9.182932
48.776345,9.182931
48.776345,9.182929
48.776345,9.182928
48.776345,9.182926
48.776345,9.182925
48.776345,9.182924
48.776345,9.182922
48.776345,9.182921
48.776345,9.182919
48.776345,9.182918
48.776345,9.182917
48.776345,9.182915
48.776345,9.182914
48.776345,9.182912
48.776345,9.182911
48.776345,9.18291
48.776345,9.182908
48.776345,9.182907
48.776345,9.182905
48.776345,9.182904
48.776345,9.182903
48.776345,9.182901
48.776345,9.1829
48.776345,9.182898
48.776345,9.182897
48.776344,9.182896
48.776344,9.182894
48.776344,9.182893
48.776344,9.182892
48.776344,9.18289
48.776344,9.182889
48.776344,9.182887
48.776344,9.182886
48.776344,9.182885
48.776344,9.182883
48.776344,9.182882
48.776344,9.18288
48.776344,9.182879
48.776344,9.182878
48.776344,9.182876
48.776344,9.182875
48.776344,9.182873
48.776344,9.182872
48.776344,9.182871
48.776343,9.182869
48.776343,9.182868
48.776343,9.182866
48.776343,9.182865
48.776343,9.182864
48.776343,9.182862
48.776343,9.182861
48.776343,9.182859
48.776343,9.182858
48.776343,9.182857
48.776343,9.182855
48.776343,9.182854
48.776343,9.182853
48.776342,9.182851
48.776342,9.18285
48.776342,9.182848
48.776342,9.182847
48.776342,9.182846
48.776342,9.182844
48.776342,9.182843
48.776342,9.182841
48.776342,9.18284
48.776342,9.182839
48.776341,9.182837
48.776341,9.182836
48.776341,9.182835
48.776341,9.182833
48.776341,9.182832
48.776341,9.18283
48.776341,9.182829
48.776341,9.182828
48.776341,9.182826
48.77634,9.182825
48.77634,9.182823
48.77634,9.182822
48.77634,9.182821
48.77634,9.182819
48.77634,9.182818
48.77634,9.182817
48.77634,9.182815
48.77634,9.182814
48.776339,9.182812
48.776339,9.182811
48.776339,9.18281
48.776339,9.182808
48.776339,9.182807
48.776339,9.182805
48.776339,9.182804
48.776338,9.182803
48.776338,9.182801
48.776338,9.1828
48.776338,9.182799
48.776338,9.182797
48.776338,9.182796
48.776338,9.182794
48.776337,9.182793
48.776337,9.182792
48.776337,9.18279
48.776337,9.182789
48.776337,9.182788
48.776337,9.182786
48.776336,9.182785
48.776336,9.182783
48.776336,9.182782
48.776336,9.182781
48.776336,9.182779
48.776336,9.182778
48.776335,9.182777
48.776335,9.182775
48.776335,9.182774
48.776335,9.182773
48.776335,9.182771
48.776335,9.18277
48.776334,9.182768
48.776334,9.182767
48.776334,9.182766
48.776334,9.182764
48.776334,9.182763
48.776334,9.182762
48.776333,9.18276
48.776333,9.182759
48.776333,9.182757
48.776333,9.182756
48.776333,9.182755
48.776332,9.182753
48.776332,9.182752
48.776332,9.182751
48.776332,9.182749
48.776332,9.182748
48.776331,9.182747
48.776331,9.182745
48.776331,9.182744
48.776331,9.182743
48.776331,9.182741
48.77633,9.18274
48.77633,9.182738
48.77633,9.182737
48.77633,9.182736
48.77633,9.182734
48.776329,9.182733
48.776329,9.182732
48.776329,9.18273
48.776329,9.182729
48.776328,9.182728
48.776328,9.182726
48.776328,9.182725
48.776328,9.182724
48.776328,9.182722
48.776327,9.182721
48.776327,9.18272
48.776327,9.182718
48.776327,9.182717
48.776326,9.182716
48.776326,9.182714
48.776326,9.182713
48.776326,9.182711
48.776325,9.18271
48.776325,9.182709
48.776325,9.182707
48.776325,9.182706
48.776324,9.182705
48.776324,9.182703
48.776324,9.182702
48.776324,9.182701
48.776323,9.182699
48.776323,9.182698
48.776323,9.182697
48.776323,9.182695
48.776322,9.182694
48.776322,9.182693
48.776322,9.182691
48.776322,9.18269
48.776321,9.182689
48.776321,9.182687
48.776321,9.182686
48.776321,9.182685
48.77632,9.182683
48.77632,9.182682
48.77632,9.182681
48.776319,9.182679
48.776319,9.182678
48.776319,9.182677
48.776319,9.182676
48.776318,9.182674
48.776318,9.182673
48.776318,9.182672
48.776317,9.18267
48.776317,9.182669
48.776317,9.182668
48.776317,9.182666
48.776316,9.182665
48.776316,9.182664
48.776316,9.182662
48.776315,9.182661
48.776315,9.18266
48.776315,9.182658
48.776315,9.182657
48.776314,9.182656
48.776314,9.182654
48.776314,9.182653
48.776313,9.182652
48.776313,9.182651
48.776313,9.182649
48.776312,9.182648
48.776312,9.182647
48.776312,9.182645
48.776311,9.182644
48.776311,9.182643
48.776311,9.182641
48.776311,9.18264
48.77631,9.182639
48.77631,9.182638
48.77631,9.182636
48.776309,9.182635
48.776309,9.182634
48.776309,9.182632
48.776308,9.182631
48.776308,9.18263
48.776308,9.182628
48.776307,9.182627
48.776307,9.182626
48.776307,9.182625
48.776306,9.182623
48.776306,9.182622
48.776306,9.182621
48.776305,9.182619
48.776305,9.182618
48.776305,9.182617
48.776304,9.182616
48.776304,9.182614
48.776304,9.182613
48.776303,9.182612
48.776303,9.18261
48.776302,9.182609
48.776302,9.182608
48.776302,9.182607
48.776301,9.182605
48.776301,9.182604
48.776301,9.182603
48.7763,9.182602
48.7763,9.1826
48.7763,9.182599
48.776299,9.182598
48.776299,9.182596
48.776299,9.182595
48.776298,9.182594
48.776298,9.182593
48.776297,9.182591
48.776297,9.18259
48.776297,9.182589
48.776296,9.182588
48.776296,9.182586
48.776296,9.182585
48.776295,9.182584
48.776295,9.182583
48.776294,9.182581
48.776294,9.18258
48.776294,9.182579
48.776293,9.182578
48.776293,9.182576
48.776292,9.182575
48.776292,9.182574
48.776292,9.182573
48.776291,9.182571
48.776291,9.18257
48.776291,9.182569
48.77629,9.182568
48.77629,9.182566
48.776289,9.182565
48.776289,9.182564
48.776289,9.182563
48.776288,9.182561
48.776288,9.18256
48.776287,9.182559
48.776287,9.182558
48.776286,9.182556
48.776286,9.182555
48.776286,9.182554
48.776285,9.182553
48.776285,9.182552
48.776284,9.18255
48.776284,9.182549
48.776284,9.182548
48.776283,9.182547
48.776283,9.182545
48.776282,9.182544
48.776282,9.182543
48.776281,9.182542
48.776281,9.18254
48.776281,9.182539
48.77628,9.182538
48.77628,9.182537
48.776279,9.182536
48.776279,9.182534
48.776278,9.182533
48.776278,9.182532
48.776278,9.182531
48.776277,9.18253
48.776277,9.182528
48.776276,9.182527
48.776276,9.182526
48.776275,9.182525
48.776275,9.182524
48.776274,9.182522
48.776274,9.182521
48.776274,9.18252
48.776273,9.182519
48.776273,9.182518
48.776272,9.182516
48.776272,9.182515
48.776271,9.182514
48.776271,9.182513
48.77627,9.182512
48.77627,9.18251
48.776269,9.182509
48.776269,9.182508
48.776269,9.182507
48.776268,9.182506
48.776268,9.182505
48.776267,9.182503
48.776267,9.182502
48.776266,9.182501
48.776266,9.1825
48.776265,9.182499
48.776265,9.182497
48.776264,9.182496
48.776264,9.182495
48.776263,9.182494
48.776263,9.182493
48.776262,9.182492
48.776262,9.18249
48.776261,9.182489
48.776261,9.182488
48.77626,9.182487
48.77626,9.182486
48.77626,9.182485
48.776259,9.182483
48.776259,9.182482
48.776258,9.182481
48.776258,9.18248
48.776257,9.182479
48.776257,9.182478
48.776256,9.182477
48.776256,9.182475
48.776255,9.182474
48.776255,9.182473
48.776254,9.182472
48.776254,9.182471
48.776253,9.18247
48.776253,9.182469
48.776252,9.182467
48.776252,9.182466
48.776251,9.182465
48.776251,9.182464
48.77625,9.182463
48.77625,9.182462
48.776249,9.182461
48.776248,9.18246
48.776248,9.182458
48.776247,9.182457
48.776247,9.182456
48.776246,9.182455
48.776246,9.182454
48.776245,9.182453
48.776245,9.182452
48.776244,9.182451
48.776244,9.182449
48.776243,9.182448
48.776243,9.182447
48.776242,9.182446
48.776242,9.182445
48.776241,9.182444
48.776241,9.182443
48.77624,9.182442
48.77624,9.182441
48.776239,9.182439
48.776238,9.182438
48.776238,9.182437
48.776237,9.182436
48.776237,9.182435
48.776236,9.182434
48.776236,9.182433
48.776235,9.182432
48.776235,9.182431
48.776234,9.18243
48.776234,9.182429
48.776233,9.182427
48.776232,9.182426
48.776232,9.182425
48.776231,9.182424
48.776231,9.182423
48.77623,9.182422
48.77623,9.182421
48.776229,9.18242
48.776229,9.182419
48.776228,9.182418
48.776227,9.182417
48.776227,9.182416
48.776226,9.182415
48.776226,9.182414
48.776225,9.182412
48.776225,9.182411
48.776224,9.18241
48.776223,9.182409
48.776223,9.182408
48.776222,9.182407
48.776222,9.182406
48.776221,9.182405
48.776221,9.182404
48.77622,9.182403
48.776219,9.182402
48.776219,9.182401
48.776218,9.1824
48.776218,9.182399
48.776217,9.182398
48.776217,9.182397
48.776216,9.182396
48.776215,9.182395
48.776215,9.182394
48.776214,9.182393
48.776214,9.182392
48.776213,9.18239
48.776212,9.182389
48.776212,9.182388
48.776211,9.182387
48.776211,9.182386
48.77621,9.182385
48.776209,9.182384
48.776209,9.182383
48.776208,9.182382
48.776208,9.182381
48.776207,9.18238
48.776206,9.182379
48.776206,9.182378
48.776205,9.182377
48.776205,9.182376
48.776204,9.182375
48.776203,9.182374
48.776203,9.182373
48.776202,9.182372
48.776202,9.182371
48.776201,9.18237
48.7762,9.182369
48.7762,9.182368
48.776199,9.182367
48.776199,9.182366
48.776198,9.182365
48.776197,9.182364
48.776197,9.182363
48.776196,9.182362
48.776195,9.182361
48.776195,9.18236
48.776194,9.182359
48.776194,9.182358
48.776193,9.182357
48.776192,9.182357
48.776192,9.182356
48.776191,9.182355
48.77619,9.182354
48.77619,9.182353
48.776189,9.182352
48.776189,9.182351
48.776188,9.18235
48.776187,9.182349
48.776187,9.182348
48.776186,9.182347
48.776185,9.182346
48.776185,9.182345
48.776184,9.182344
48.776183,9.182343
48.776183,9.182342
48.776182,9.182341
48.776182,9.18234
48.776181,9.182339
48.77618,9.182338
48.77618,9.182337
48.776179,9.182337
48.776178,9.182336
48.776178,9.182335
48.776177,9.182334
48.776176,9.182333
48.776176,9.182332
48.776175,9.182331
48.776174,9.18233
48.776174,9.182329
48.776173,9.182328
48.776172,9.182327
48.776172,9.182326
48.776171,9.182325
48.77617,9.182325
48.77617,9.182324
48.776169,9.182323
